Timestamp,Query_Number,Temperature (C),Voltage (V)
20:58:12,0,0.00327586219,1.01909927e-06
20:58:13,1,0.00322361756,4.97353084e-07
20:58:14,2,0.00325014232,-5.30453519e-07
20:58:15,3,0.00320545164,1.54859094e-06
20:58:16,4,0.00323680089,2.62019898e-06
20:58:17,5,0.0031373091,6.54604434e-07
20:58:18,6,0.00324662961,1.68148983e-06
20:58:20,7,0.00311853177,8.03456885e-07
20:58:21,8,0.00325513537,1.50834114e-06
20:58:22,9,0.00314896274,6.61711737e-07
